,Image,Label
782,frame782.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
783,frame783.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
784,frame784.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
785,frame785.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
786,frame786.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
787,frame787.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
788,frame788.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
789,frame789.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
790,frame790.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
791,frame791.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
792,frame792.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
793,frame793.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
794,frame794.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
795,frame795.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
796,frame796.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
797,frame797.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
798,frame798.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
799,frame799.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
800,frame800.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
801,frame801.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
802,frame802.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
803,frame803.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
804,frame804.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
805,frame805.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
806,frame806.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
807,frame807.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
808,frame808.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
809,frame809.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
810,frame810.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
811,frame811.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
812,frame812.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
813,frame813.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
814,frame814.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
815,frame815.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
816,frame816.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
817,frame817.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
818,frame818.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
819,frame819.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
820,frame820.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
821,frame821.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
822,frame822.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
823,frame823.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
824,frame824.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
825,frame825.jpg,"{'w': 0, 'k': 1, 'p': 0, 's': 0, 'n': 0}"
826,frame826.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
827,frame827.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
828,frame828.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
829,frame829.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
830,frame830.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
831,frame831.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
832,frame832.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
833,frame833.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
834,frame834.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
835,frame835.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
836,frame836.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
837,frame837.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
838,frame838.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
839,frame839.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
840,frame840.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
841,frame841.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
842,frame842.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
843,frame843.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
844,frame844.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
845,frame845.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
846,frame846.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
847,frame847.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
848,frame848.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
849,frame849.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
850,frame850.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
851,frame851.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
852,frame852.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
853,frame853.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
854,frame854.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
855,frame855.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
856,frame856.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
857,frame857.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
858,frame858.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
859,frame859.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
860,frame860.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
861,frame861.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
862,frame862.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
863,frame863.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
864,frame864.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
865,frame865.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
866,frame866.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
867,frame867.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
868,frame868.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
869,frame869.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
870,frame870.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
871,frame871.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
872,frame872.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
873,frame873.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
874,frame874.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
875,frame875.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
876,frame876.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
877,frame877.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
878,frame878.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
879,frame879.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
880,frame880.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
881,frame881.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
882,frame882.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
883,frame883.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
884,frame884.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
885,frame885.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
886,frame886.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
887,frame887.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
888,frame888.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
889,frame889.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
890,frame890.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
891,frame891.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
892,frame892.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
893,frame893.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
894,frame894.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
895,frame895.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
896,frame896.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
897,frame897.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
898,frame898.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
899,frame899.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
900,frame900.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
901,frame901.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
902,frame902.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
903,frame903.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
904,frame904.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
905,frame905.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
906,frame906.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
907,frame907.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
908,frame908.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
909,frame909.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
910,frame910.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
911,frame911.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
912,frame912.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
913,frame913.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
914,frame914.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
915,frame915.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
916,frame916.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
917,frame917.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
918,frame918.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
919,frame919.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
920,frame920.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
921,frame921.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
922,frame922.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
923,frame923.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
924,frame924.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
925,frame925.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
926,frame926.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
927,frame927.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
928,frame928.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
929,frame929.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
930,frame930.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
931,frame931.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
932,frame932.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
933,frame933.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
934,frame934.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
935,frame935.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
936,frame936.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
937,frame937.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
938,frame938.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
939,frame939.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
940,frame940.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
941,frame941.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
942,frame942.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
943,frame943.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
944,frame944.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
945,frame945.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
946,frame946.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
947,frame947.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
948,frame948.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
949,frame949.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
950,frame950.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
951,frame951.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
952,frame952.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
953,frame953.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
954,frame954.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
955,frame955.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
956,frame956.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
957,frame957.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
958,frame958.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
959,frame959.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
960,frame960.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
961,frame961.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
962,frame962.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
963,frame963.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
964,frame964.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
965,frame965.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
966,frame966.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
967,frame967.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
968,frame968.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
969,frame969.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
970,frame970.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
971,frame971.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
972,frame972.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
973,frame973.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
974,frame974.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
975,frame975.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
976,frame976.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
977,frame977.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
978,frame978.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
979,frame979.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
980,frame980.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
981,frame981.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
982,frame982.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
983,frame983.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
984,frame984.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
985,frame985.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
986,frame986.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
987,frame987.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
988,frame988.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
989,frame989.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
990,frame990.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
991,frame991.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
992,frame992.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
993,frame993.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
994,frame994.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
995,frame995.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
996,frame996.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
997,frame997.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
998,frame998.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
999,frame999.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1000,frame1000.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1001,frame1001.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1002,frame1002.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1003,frame1003.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1004,frame1004.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1005,frame1005.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1006,frame1006.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1007,frame1007.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1008,frame1008.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1009,frame1009.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1010,frame1010.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1011,frame1011.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1012,frame1012.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1013,frame1013.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1014,frame1014.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1015,frame1015.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1016,frame1016.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1017,frame1017.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1018,frame1018.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1019,frame1019.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1020,frame1020.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1021,frame1021.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1022,frame1022.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1023,frame1023.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1024,frame1024.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1025,frame1025.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1026,frame1026.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1027,frame1027.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1028,frame1028.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1029,frame1029.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1030,frame1030.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1031,frame1031.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1032,frame1032.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1033,frame1033.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1034,frame1034.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1035,frame1035.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1036,frame1036.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1037,frame1037.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1038,frame1038.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1039,frame1039.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1040,frame1040.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1041,frame1041.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1042,frame1042.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1043,frame1043.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1044,frame1044.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1045,frame1045.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1046,frame1046.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1047,frame1047.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1048,frame1048.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1049,frame1049.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1050,frame1050.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1051,frame1051.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1052,frame1052.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1053,frame1053.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1054,frame1054.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1055,frame1055.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1056,frame1056.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1057,frame1057.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1058,frame1058.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1059,frame1059.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1060,frame1060.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1061,frame1061.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1062,frame1062.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1063,frame1063.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1064,frame1064.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1065,frame1065.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1066,frame1066.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1067,frame1067.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1068,frame1068.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1069,frame1069.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1070,frame1070.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1071,frame1071.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1072,frame1072.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1073,frame1073.jpg,"{'w': 0, 'k': 0, 'p': 0, 's': 0, 'n': 1}"
1074,frame1074.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
1075,frame1075.jpg,"{'w': 0, 'k': 0, 'p': 1, 's': 0, 'n': 0}"
